u-溜号的鹿	382	193	608	0	41	26	23
u13am-	300	2757	4560	0	1	1	1
u1647002970小乖	181	13	24	0	0	0	2
u23-for	66	31	752	0	0	0	0
u24-25aru	435	119	1309	0	1	5	20
u292x-l	203	23	98	0	0	0	0
u2lucky	267	1400	301	0	0	18	16
u3道痕	240	100	281	0	0	2	0
u87geek	169	33	103	0	0	0	0
uAbsingol	216	1159	147	0	2	0	0
uAbsurd丶M	81	5	266	0	0	0	0
uAdoraAdorably	271	1060	162	0	0	0	1
uAosanj	553	1606	984	0	4	22	5
uBrown咕咕	395	111	3294	0	0	0	1
uB君_帅比就是我	158	159	12825	0	0	0	0
uB阿木木	136	23	520	0	0	0	0
uCG俞小兵	383	1095	474	1	2	1	4
uCHU_shic	552	103	1936	0	0	0	2
uCatherine_开心	46	20	188	0	0	1	2
uDEADPOOLlry	98	80	620	0	1	3	5
uDJC的一瞬间	326	1375	387	0	1	1	3
uDR陈步珍	258	13	102	0	0	0	1
uDath-Obsucre	146	10	45	0	0	1	2
uDooly的白月光	233	86	4711	0	0	0	2
uDragon-菌	144	76	247	0	0	2	27
uFeng瘋子不傻	61	117	13	0	0	9	16
uGGBond20	47	80	882	0	0	0	0
uGYB小哥哥	157	223	1227	0	6	2	6
uGabriellewelcohk	645	1092	1076	1	0	2	2
uGaynoryuan	33	18	0	0	0	0	0
uHank_Zhang_JW	1836	1462	3699	0	0	6	0
uHelloMr邱	411	363	1312	0	0	0	2
uHuuuuu_bilan	163	75	476	0	0	2	6
uIAMPBB	247	34	322	0	0	3	0
uIII-秦始皇	95	78	2021	0	0	0	0
uIMMieefxxtit	128	139	1047	0	0	4	4
uI_AM小張同學	178	237	241	0	0	6	8
uI_JXM	167	41	7	0	0	0	3
uJD芳华如梦	570	818	19767	0	1	6	2
uJUVEGOAL	262	211	2366	0	0	0	1
uJackvl	571	115	257	0	1	8	4
uJuice_0210	332	318	5826	0	0	4	1
uJustin勰	520	193	5181	0	0	0	0
uKK花生	41	12	65	0	0	2	0
uKOPJC8	96	58	62	0	0	3	20
uKatja霁	649	669	106	0	0	25	50
uK丶Wheat	104	39	126	0	0	2	3
uLECIELEE	672	200	3758	0	0	1	0
uLIANGBOOM-	77	585	5454	0	0	3	6
uLINHAOBINhh	213	362	66	0	0	66	22
uLLL佳佳佳佳佳	386	95	473	0	0	0	15
uLoveForChildren实践队	162	117	139	0	0	4	1
uLucaYoshino	465	632	6612	0	0	8	2
uLucifer遥	263	50	1762	0	0	0	0
uLukeImyourfather	205	42	432	0	0	1	1
uM_ayue	1316	140	0	0	0	0	1
uMinoz-YX	367	74	13	0	0	0	0
uMr_H3Rui	928	421	7045	0	0	6	6
uNOLAZYZ	156	60	827	0	0	0	4
uNightroad丶	173	10	28	0	0	0	0
uNothing-hurts	278	292	0	0	0	0	0
uOmysatoshi	65	7	2	0	0	0	4
uPENG-DAN-DAN	132	137	13	0	0	2	1
uPanettiere	8	94	2	0	0	0	0
uQ抹茶曲奇Q	234	192	1516	0	0	9	3
uR9V5么么哒	174	581	5699	0	0	0	0
uRenJeezy	390	80	4684	0	0	0	0
uRicyyyy	258	334	46	0	0	32	13
uSteven_70	75	93	11	0	0	2	3
uSummer乚	126	102	438	0	3	0	0
uTHH5	72	63	8	0	0	13	14
uTangKinder	704	346	91	0	0	3	0
uTate小天使的帅气蕾	489	684	4566	0	0	6	6
uTom-and-Darren	139	382	298	0	0	4	5
uToshiko_Metal	703	946	5479	0	20	10	12
uT梦想家	122	62	30	0	0	2	25
uUNIQ_小内内	679	1130	29095	0	29	32	35
uVeniiss	69	94	2914	0	0	1	0
uVeoChen	227	209	49	0	1	16	20
uWMFyaya	8960	13421	4688	0	0	0	0
uWhenyoulookInToMyEyes	64	1124	15	1	0	8	18
uWilliamwithLee	344	43	1413	0	0	0	0
uWithAnOrchind	277	278	3174	0	3	6	5
uWithJY996	68	44	10	0	0	0	3
uWu先森000	482	49	401	0	0	2	1
uXXX_FEMALE888	84	192	1686	0	0	5	0
uXiaoLLK	510	448	1920	0	9	15	5
uYREMDWB	1187	3708	5455	0	3	7	3
uY杨过过过过	111	88	590	0	0	29	9
uZO_____	111	51	19	0	0	0	0
uZYingQi	376	328	974	0	1	11	7
uZaMouse	250	691	1071	0	0	26	37
uZaiDAP	383	112	1549	0	1	3	4
uZoe海狸三三	98	84	591	0	0	1	0
u_LU_LA_	146	58	730	0	1	2	3
u_LiuYRuU	45	36	64	0	1	2	12
u_报之以歌_	261	55	191	0	0	0	2
u_毛毛虫闯红灯	105	26	287	0	0	3	0
u_糖醋小魚	85	128	20	0	0	0	1
u_芦佳玉	357	58	561	0	0	1	7
u_针灸羊肉	236	1316	197	0	15	18	6
uaho先生	129	611	667	0	0	4	3
uangeliaynwang	137	48	332	0	0	0	1
uanna195410	79	28	1469	0	1	0	0
ubaizhihui	852	403	9603	0	2	0	0
ucharm38340	17	4	8	0	0	0	0
ufishywj	303	231	992	0	1	9	4
ufqf92	40	21	119	0	1	0	0
ufyan201509	43	50	10280	0	0	0	0
ugeminivirus	516	486	2635	0	1	7	18
uhappy錯孓	176	48	729	0	0	1	9
uhere瑛	593	260	2540	0	0	0	0
ui_am_lyjing	199	296	20	0	2	36	15
uisen_iwang	41	40	7	0	0	0	1
ujianan1990	875	932	13633	0	0	0	0
ujimoluohua	258	126	3634	0	0	0	0
ukikyo-M	424	1081	709	0	2	9	13
ulibromesa	300	570	120	0	0	51	17
ull活在當下	80	11	7	0	0	1	2
ull雷雨ll	391	82	740	0	0	0	0
ulq黑色幽默	570	367	601	0	0	3	0
umanito5	203	30	183	0	0	0	0
umelon_56540	43	8	51	0	0	2	0
umemory-cici	240	139	2318	0	0	1	0
umiss小颖子	117	109	58	0	42	7	5
umoyuoo_	249	24	301	0	0	2	0
unereus_yfh	76	33	41	0	0	1	2
uno破布冷	145	192	1058	0	0	0	0
uooo畅畅ooo	793	258	1449	0	1	0	0
uribosome	278	401	2013	0	4	8	6
uryanjordan	376	109	5036	0	0	0	0
usemir菲	25	8	994	0	0	0	0
usherry墨颜	154	91	684	0	0	0	0
ushrineyuer	265	179	427	0	0	3	0
usi宇哥哥66	59	10	13	0	0	0	0
usky逗比生活	744	94	4246	0	0	0	1
usongyoung八块	175	77	260	0	0	3	0
usuper嗨呀	302	85	1335	0	0	0	0
usuzie素不练出马甲线不改名	700	313	3697	0	2	0	0
uvigny__1117	262	154	271	0	0	0	2
uvon_Touchpad	147	30	192	0	0	6	1
uvzu-喵	63	24	226	0	4	1	1
uwikosy	304	49	623	0	0	0	0
uwuli五叶	203	27	105	0	0	0	7
uxigua瓜瓜瓜	287	91	545	0	0	9	1
ux嘿嘿x	39	1	11	0	0	0	0
uyoppyLee	520	648	819	0	0	10	1
uyuri和维克多什么时候结婚	212	82	4314	0	1	0	1
u一只很独立的南瓜猫	276	161	1416	0	0	4	1
u一团小熊猫	2030	172	5781	0	0	0	0
u一大波小强来袭	89	22	89	0	0	0	0
u一川大叔ak	296	90	692	0	0	1	1
u一支火机	407	167	949	0	0	0	0
u一時失言a	381	93	909	0	0	0	0
u一朵小油菜花	155	34	165	0	0	0	0
u三观很正的賈同学	204	177	2474	0	0	1	1
u上医小会	206	2651	659	0	0	1	2
u不二不明白	291	738	2901	0	0	12	8
u不会发光的星star	429	476	706	0	0	2	9
u不会想名字-	21	8	16	0	1	0	0
u不准觊觎朕的小鱼干	606	1429	2331	0	10867	3488	2338
u不能否认我是张专一	339	467	871	0	0	21	10
u不醒梦vi	334	1901	2053	0	13	43	15
u与尔共笑万古愁	236	127	3774	0	0	0	0
u世界在妳脚下	132	20	9115	0	0	0	0
u两万米潜水者	45	54	369	0	0	0	1
u丨千呐丶	97	35	143	0	0	1	5
u个人空间测试	1514	221	1705	0	0	0	1
u丫丫Galatea	389	284	798	0	1	7	0
u丫牙雅亚啦啦啦	363	170	635	0	0	0	1
u中山北路小陈	161	40	148	0	0	18	2
u中庸罗曼史	324	46	269	0	0	0	0
u中郭实话	309	586	1868	0	0	0	3
u临亭听风	39	14	366	0	5	0	0
u为人民服务的咸鱼	218	251	1528	0	0	1	2
u为什么我的头发油光可鉴	308	164	627	0	0	10	11
u乌龟爱吃肉	260	194	4999	0	0	7	2
u乏善可琛	581	823	6436	0	0	2	0
u九月与十二	27	2755	638	0	2	514	197
u九锥萌萌哒	43	13	1009	0	0	0	0
u乞力马扎罗的_咸鱼	178	73	549	0	0	11	3
u书成此间	165	8	32	0	0	0	1
u二十出头艺术青年	531	553	1494	0	1	11	21
u二道坎子村理发店Tony	199	135	929	0	0	6	2
u云卷星辰	22	2	9	0	0	0	0
u人在江湖俊	236	177	273	0	1	4	6
u亻山髙人	51	60	50	0	0	1	7
u亼绪	157	106	93	0	0	2	13
u今夜哪里没有诡	350	92	9515	0	0	0	0
u今天天阴没下雨呢	151	28	24	0	1	0	0
u今天抽到UR海了吗	195	175	3927	0	3	3	2
u他握着加温的啤酒z	452	169	55	0	0	0	6
u代号丨活捉小龙虾	33	31	73	0	0	2	2
u但求考试不挂科	348	65	480	0	0	1	0
u低调的木易_	348	221	236	0	0	5	4
u作死君_今天代码写完了吗	155	129	2485	0	0	4	0
u你可以滚去睡觉了	309	203	37	0	0	1	11
u你的学生证	368	175	609	0	0	6	9
u你的笑-让我心动	417	808	1079	0	0	2	10
u依伊不舍V	219	172	2720	0	0	0	2
u依然范特西西西西-	573	274	76	0	0	9	7
u依琳_星空下的一曙光	3707	640	6975	0	1	0	8
u俊俊UFO	545	109	1025	0	0	1	0
u信yan哥得永生	121	51	144	0	0	2	7
u修仙者是外星人	176	158	2014	0	2	2	4
u假装Kobe还年轻	198	360	1525	0	0	5	2
u偏愛陳奕迅_z	254	338	995	0	1	7	20
u停机安慰	147	18	112	0	0	0	3
u充满郑能量的梨lady	288	393	8542	0	0	6	0
u兔妈盛安德兔纸灰	200	139	1595	0	1	8	4
u兔梨萌	220	73	57	0	1	4	2
u公民袁爱国	95	24	359	0	2	8	1
u冒菜火锅麻辣烫	78	81	16	0	0	20	53
u冰音	462	938	28	0	0	15	277
u冷艳的十里桃花	60	4	0	0	0	0	0
u凡爱人678	81	28	847	0	0	0	6
u切腹的小枣糕	378	771	4	0	0	3	2
u刘刘刘文鹏	177	122	117	0	0	40	12
u刘小贱_60570	237	24	1963	0	0	0	0
u刘欢欢喜欢吃土豆	394	308	633	0	0	11	11
u努力去UC一定去BARCELONA的GIRL	211	16	118	0	3	0	2
u励志果冻	64	20	52	0	0	12	2
u医学院中医药系15级6支部	104	33	6555	0	0	0	0
u单曲循环欢	58	64	83	0	0	0	4
u卖呆儿leon	352	129	696	0	0	4	7
u南子vvv	252	174	1731	0	0	0	0
u南柯佛欲	186	72	825	0	0	1	0
u卡莫洛克	171	55	273	0	0	0	5
u又见蓝天_88946	41	5	281	0	0	0	0
u发烧的兔子	54	33	38	0	1	14	4
u口口草汤	559	302	6315	0	0	0	8
u叫什么昵称才好好玩	79	70	36	0	0	1	7
u叮呤当啷add	193	89	177	0	0	0	0
u可口可乐02092	47	85	114	0	0	0	8
u史传豪	60	4	1	0	0	0	0
u叶君阙	424	29	284	0	0	1	0
u名字这么长有什么意义	643	376	5512	0	3	2	1
u名字都被其他名字拿来做名字啦	463	7	135	0	0	6	4
u向西北野	109	18	34	0	0	0	4
u吕怢	82	133	118	0	37	0	3
u吳昕鑫Woooo	358	325	309	0	0	23	10
u吴俣无语傻傻分不清楚	163	37	206	0	0	2	2
u吼_哈_嘿_哈	767	736	2840	0	2	3	5
u呀逮	90	15	0	0	0	0	0
u告别齐刘海的Carmen	147	95	293	0	0	0	3
u周超人zzc	331	101	483	0	1	7	1
u哀叹政治	41	19	0	0	0	0	0
u哎撩	89	25	165	0	0	0	0
u啊木木嘞	91	18	5	0	0	0	2
u啦啦啦啦种太阳啦啦	68	41	13	0	1	3	8
u喂喂丶注意着点	171	110	2506	0	0	3	3
u喻文州的腿毛	288	1254	1171	0	3	39	7
u嗝嗝_	275	180	192	0	0	14	21
u嗷呜呜呜污	79	28	644	0	0	0	0
u囍囍囍Fabulous	275	151	7563	0	15	3	0
u团子掰开是团面	96	11	25	0	0	0	0
u国家一级吃肉运动员	180	326	1880	0	0	16	3
u圝阿瑞斯圝	106	483	6	0	0	38	5
u圣堂Lanaya	52	9	35	0	0	0	1
u在所有的景色里你最美	211	114	11	0	0	6	15
u地球公转十一次是几年	210	9460	3079	0	0	0	1
u堪恨归鸿-	286	3439	2564	1	301	3	10
u墨雨如懿	251	27	190	0	0	0	0
u夏Ann1993	298	1740	3962	0	0	0	0
u夏天荷花盛开	165	49	209	0	0	0	1
u外面风很大我怕亚索会接大	167	821	155	0	0	5	5
u多毛小怪s	159	138	1004	0	0	7	11
u夜霸槽_	408	754	486	0	0	2	1
u大写Z简	393	307	594	0	0	0	0
u大写辣辣辣辣辣辣子鸡	85	8	1100	0	20	0	0
u大圣喝的奶茶	260	57	341	0	0	0	0
u大头糖长老	125	13	168	0	0	0	0
u大橙子欧尼i	436	48	42	0	0	5	13
u大王昊昊昊	62	34	286	0	0	0	1
u大连理工大学微博协会	493	14525	9232	1	8	29	19
u大麓国学馆王登涛	23	35	42	0	0	0	0
u天使不挑食	194	37	1246	0	0	0	0
u太子兮	314	230	45	0	0	61	66
u夸我机智好了	260	98	412	0	2	0	0
u夹死她毕勒	85	470	10	0	0	4	28
u女公子V	487	278	3154	0	0	0	0
u好一个郑公子	474	493	2283	0	0	1	3
u好多的玉宝	45	21	55	0	0	0	0
u如果惜	213	48	173	0	0	0	0
u妞妞是个大逗比	702	187	1392	0	0	1	0
u姚沸狒狒V	131	128	5631	0	0	0	0
u姜末JanMo	43	4	66	0	0	0	0
u娑罗双树下的芥子	683	158	1421	0	0	10	11
u嫣季	270	222	65	0	0	0	0
u季情书	146	262	1522	0	0	24	2
u孤鸟独帆	64	12	43	0	0	0	0
u它在流浪	552	80	72	0	0	89	30
u宇wyu	164	197	361	0	1	0	0
u宝宝我支持你	74	90	2156	0	0	1	0
u对蛋炒饭有天生的依赖	174	78	298	0	1	1	4
u寻找宋先生	118	32	831	0	0	0	0
u小伙在杭州	104	18	247	0	0	0	0
u小唐大黍	522	605	1913	0	0	4	4
u小啊玉Y	117	4072	388	0	1	11	26
u小小丁Y	240	19	238	0	0	0	0
u小小小夜猫儿_wish	266	116	893	0	0	0	0
u小小小小小媳妇儿baby	175	921	7908	0	0	2	3
u小怪兽闪亮亮_Kira	137	142	2108	0	1	4	3
u小星星真伟大016	109	19	23	0	0	0	0
u小月同学旳大抱枕	92	97	156	0	1	4	2
u小焕Andy	963	5684	5620	0	0	0	0
u小玺吃鸡翅	301	289	3807	0	0	4	7
u小米在成都	243	116	354	0	0	1	4
u小胖纸蔷薇薇	85	24	28	0	0	0	4
u小蠢鸡	459	52	8417	0	0	0	1
u小西嘻嘻嘻嘻红柿	236	111	148	0	0	1	7
u少女心丢了的少女	375	178	5220	0	2	0	3
u尘世的茶心	712	458	2044	0	0	4	2
u尘随马去-月逐舟行	315	70	622	0	0	0	0
u尚纹_静静躺在鱼尾做梦	219	52	934	0	0	1	0
u就想要把枪	68	34	306	0	0	0	0
u嶌嶌木	595	1488	1063	0	0	0	0
u左岸已是桃花	212	69	3041	0	0	0	1
u左洛右伊	195	216	2284	0	0	0	3
u巧笑倩兮2333	53	55	1574	0	0	0	3
u帅哥小鹏鹏66666	128	31	98	0	0	0	1
u弗雷尔卓德第一大坏蛋	45	33	359	0	1	0	1
u张早晨_	560	1041	607	0	2	45	30
u张益达君丿	259	103	33	0	0	5	2
u影兮然	49	10	34	0	0	0	0
u徐新兵	240	172	417	0	0	0	0
u微啥子12138	251	25	1126	0	0	1	0
u心中每天开出一朵花儿	36	14	80	0	0	4	1
u忌火起草	819	241	2371	0	3	7	1
u忙来猫扑	389	131	4336	0	0	0	1
u总有痞民想害朕	24	4	58	0	0	4	2
u恶俗标杆-	510	548	729	0	0	0	0
u惠州灰姑娘	88	205	359	0	1	3	2
u感冒伤风	263	3887	1964	1	0	67	47
u慢慢又又	20	8	438	0	3	1	1
u懒海_没钱养不起儿子了	70	623	5287	0	2	26	9
u成枫锋	317	264	1909	0	0	0	2
u成邺Cyrus	64	18	48	0	0	2	7
u成都市大邑县上安镇	189	348	6185	1	0	0	0
u我一定是全世界最好看的人	107	208	20	0	2	58	83
u我不叫李宁静我叫李宇铮	105	33	176	0	0	0	0
u我不是撒比旺旺	616	182	1245	0	0	2	3
u我再也不改ID了_	312	149	19059	0	0	2	2
u我写我的爱情给你看	109	54	430	0	0	3	1
u我在马路边捡到十元	174	117	357	0	30	3	0
u我是人间惆怅客99	152	27	45	0	0	0	0
u我是你的Yellow黄呀	268	183	76	0	1	31	78
u我的木偶眼	40	12	51	0	0	0	0
u我脚踩七色祥云	37	64	929	0	0	4	0
u我要吃胡萝北	134	68	1353	0	0	4	9
u我说卓卓你说哟	423	1013	103	0	0	31	127
u房昀其	190	329	1239	0	0	0	0
u托普思维	125	3149	113	1	0	4	7
u找个人陪你去看海	122	13	208	0	0	0	0
u抄书大叔	351	141	1438	0	0	0	2
u把话成笔	69	61	43	0	0	2	1
u折源茂茂	54	20	12	0	0	1	0
u护国战胜	134	17	2	0	0	0	0
u拐拐阿	213	529	367	0	1	24	10
u拽拽拽拽本尊	328	270	2424	0	0	1	5
u换季如你	807	193	24748	0	0	0	0
u掉下皇冠依是王	94	125	459	0	0	0	1
u提着奶瓶去观星	1240	257	3088	0	0	0	4
u搞什么what鬼	239	25	810	0	0	0	0
u收割甜菜-	259	114	441	0	0	0	4
u收集癖晚期患者	726	594	2134	0	0	0	0
u敏镐欧巴粉妹	30	6	34	0	0	0	0
u文武之道在明明德	176	171	353	0	1	0	3
u斑马警员-小龙	194	406	3018	0	0	0	2
u新京报	1838	22887000	68702	1	3041	4061	2765
u方文743	226	32	497	0	0	1	0
u无可救药理想主义战士	246	86	1472	0	3	8	3
u无机物化小王子	122	164	1020	0	2	3	3
u旭辰1童鞋	265	192	295	0	0	0	0
u昔克陆一	255	245	22	0	36	38	68
u春与樱	81	31	100	0	0	1	3
u春去秋来波咋起	1151	95	902	0	0	0	1
u春娇与Jimmy_	305	1538	24	0	0	24	37
u春风十里不如睡你z	238	354	134	0	0	3	3
u昵称就叫烟花笑4	267	122	92	0	14	22	6
u昵称已截图	477	868	16	0	6	24	10
u昵称最好长一点别人可以一眼看到	384	156	1039	0	0	13	0
u晨哈哈的小时光	272	244	1630	0	0	1	1
u最帅和最可爱	493	60	33	0	0	32	6
u月半烧酒pang	137	21	192	0	0	0	1
u木是不易	171	57	85	0	1	63	21
u木更不是梗	250	107	2288	0	0	0	6
u未来墙绘艺术工作室-四爷	33	9	23	0	0	3	7
u朱莉Papi	467	272	290	0	1	6	19
u机智聪明好少年	161	278	424	0	0	10	6
u李ppppN	122	80	1698	0	2	0	1
u李划炮	202	229	2391	0	0	0	0
u李家晓孩	156	105	1154	0	0	9	2
u杏花村好酒	177	75	341	0	2	0	4
u杨嘉萌	400	196	137	0	2	42	59
u杨深yyyyy	396	34	27	0	0	1	4
u板二爷	1362	19336	7244	1	0	0	3
u枼音	254	1961	1361	0	0	74	25
u柏氏可乐__	107	3	78	0	0	0	0
u某某凹	92	17	13	0	5	2	3
u梁步超Tima	155	50	37	0	0	3	36
u梅西你喜欢吗	139	123	22	0	0	1	0
u楠凉sunoki	229	25	113	0	0	0	6
u概率论的小粉红	125	62	257	0	0	0	2
u槑二呆呆呆	143	82	61	0	2	2	14
u歌声缓	179	205	55	0	0	28	27
u毅哥帅过宋仲基	74	22	251	0	3	0	2
u水墨摘心	206	155	370	0	1	20	29
u水瓶怪妞子-Cassiopeia	1495	516	18324	0	0	0	0
u永夜沉寂___	358	515	641	0	74	2	4
u永恒星幻天	71	81	287	0	0	0	0
u江湖再见qwq	336	252	3075	0	0	0	0
u沐熙Jasmine	77	1	193	0	9	1	0
u没什么好怕的了	121	42	322	0	0	0	0
u河岸围观	520	138	760	0	1	0	0
u法制晚报	4042	15917896	81546	1	1416	588	1145
u洁西卡范儿	184	280	1840	0	1	0	2
u浅浅岁月凉	17	13	9	0	0	0	1
u浩杰_MoR	210	106	1072	0	0	1	1
u海口永厮守	930	87	502	0	2	0	0
u海总金发上的小皇冠	220	547	1417	0	4	29	26
u海洋之翼	754	1165	11411	0	0	2	1
u淡淡的紫痕	286	27	1016	0	0	0	1
u淼奕929	29	16	176	0	1	0	0
u清念之间	102	141	753	0	0	0	2
u清淡人生7	245	104	2151	0	0	0	0
u清熠君	27	32	18	0	0	4	8
u清酒醉楼客	281	22	492	0	0	0	0
u渔夫软软没有钩	103	17	133	0	0	3	1
